,dataset,file_name,width,height,mpp_x,mpp_y,width_microns,height_microns,manufacturer,magnification,tiff.XResolution,tiff.YResolution,resolution_mpp_x,resolution_mpp_y
362,tcga_luad,TCGA-49-4512-01Z-00-DX4.5161fcf5-62a3-4f7d-8a55-9a24a7d70efb.svs,107435,68741,0.252,0.252,27073.62,17322.732,aperio,40,,,,
363,tcga_luad,TCGA-78-7542-01Z-00-DX1.2ee042a6-11ee-4668-b254-44144fca4234.svs,105517,55032,0.252,0.252,26590.284,13868.064,aperio,40,,,,
364,tcga_luad,TCGA-J2-8192-01Z-00-DX1.A784F381-7906-480F-99A1-0B88005953A0.svs,191352,91462,0.2456,0.2456,46996.0512,22463.0672,aperio,40,,,,
365,tcga_luad,TCGA-75-6211-01Z-00-DX1.3E7B5948-521E-48EE-9204-80F5713ECD25.svs,57967,25753,0.5005,0.5005,29012.4835,12889.376499999998,aperio,20,,,,
366,tcga_luad,TCGA-49-4488-01Z-00-DX6.3ce306b2-1b00-48f7-8288-c24069037a9c.svs,97843,56488,0.252,0.252,24656.436,14234.976,aperio,40,,,,
367,tcga_luad,TCGA-MP-A5C7-01Z-00-DX1.26E5FA5A-3E6D-4CD3-8FA2-F331B7012311.svs,93624,59422,0.2525,0.2525,23640.06,15004.055,aperio,40,,,,
368,tcga_luad,TCGA-55-8508-01Z-00-DX1.96B173E2-A298-4017-9AEC-113E547A3272.svs,66187,67386,0.252,0.252,16679.124,16981.272,aperio,40,,,,
369,tcga_luad,TCGA-75-5146-01Z-00-DX1.4958A631-7E6F-4FBB-A1C3-B8F8368D46C5.svs,19988,16353,0.5005,0.5005,10003.993999999999,8184.676499999999,aperio,20,,,,
370,tcga_luad,TCGA-55-1594-01Z-00-DX1.bd90c500-7c0b-4c45-a3f7-2d9177384b1d.svs,97843,62829,0.252,0.252,24656.436,15832.908,aperio,40,,,,
371,tcga_luad,TCGA-MN-A4N4-01Z-00-DX2.9550732D-8FB1-43D9-B094-7C0CD310E9C0.svs,119519,86641,0.2527,0.2527,30202.451299999997,21894.180699999997,aperio,40,,,,
372,tcga_luad,TCGA-49-4506-01Z-00-DX3.a05a3969-bbef-48d8-86de-f51c8870afd6.svs,96883,83106,0.252,0.252,24414.516,20942.712,aperio,40,,,,
373,tcga_luad,TCGA-78-7537-01Z-00-DX1.e5597e41-ebba-4d6f-8a1f-15cd81d8f026.svs,97843,78553,0.252,0.252,24656.436,19795.356,aperio,40,,,,
374,tcga_luad,TCGA-50-6597-01Z-00-DX1.ec7fc0b2-78a1-4384-bddd-e89f02ee5eb6.svs,76739,62407,0.252,0.252,19338.228,15726.564,aperio,40,,,,
375,tcga_luad,TCGA-05-4245-01Z-00-DX1.36ff5403-d4bb-4415-b2c5-7c750d655cde.svs,37120,78080,0.2325,0.2325,8630.4,18153.600000000002,aperio,20,,,,
376,tcga_luad,TCGA-4B-A93V-01Z-00-DX1.C263DC1C-298D-47ED-AAF8-128043828530.svs,87647,74788,0.2527,0.2527,22148.3969,18898.9276,aperio,40,,,,
377,tcga_luad,TCGA-55-A57B-01Z-00-DX1.8D3C7063-3AF6-4839-A656-F844EC0AF9DB.svs,38369,34955,0.252,0.252,9668.988,8808.66,aperio,40,,,,
378,tcga_luad,TCGA-49-6745-01Z-00-DX7.4bdde497-03d9-4e15-a00e-595baa3947b5.svs,104557,84439,0.252,0.252,26348.364,21278.628,aperio,40,,,,
379,tcga_luad,TCGA-55-5899-01Z-00-DX1.faa65b08-150c-4c74-95aa-1e8743f0152c.svs,36451,31393,0.252,0.252,9185.652,7911.036,aperio,40,,,,
380,tcga_luad,TCGA-49-6744-01Z-00-DX3.fa64d744-6caa-4f62-8689-33da9c312838.svs,172664,84494,0.252,0.252,43511.328,21292.488,aperio,40,,,,
381,tcga_luad,TCGA-05-4397-01Z-00-DX1.00e9cdb3-b50e-439c-86b0-d7b73b802c0d.svs,81920,36608,0.2325,0.2325,19046.4,8511.36,aperio,20,,,,
382,tcga_luad,TCGA-97-A4M2-01Z-00-DX1.5C72522C-1538-4D68-B517-5FB05A9D401A.svs,78522,64220,0.2485,0.2485,19512.717,15958.67,aperio,40,,,,
383,tcga_luad,TCGA-MN-A4N4-01Z-00-DX1.7D8352EF-7A4B-4084-9612-CF92D9D16041.svs,119519,90765,0.2527,0.2527,30202.451299999997,22936.315499999997,aperio,40,,,,
384,tcga_luad,TCGA-49-AAR3-01Z-00-DX1.B4D85F13-CEB4-46DA-BF39-0200B9E55835.svs,77688,47010,0.2525,0.2525,19616.22,11870.025,aperio,40,,,,
385,tcga_luad,TCGA-05-5428-01Z-00-DX1.8018AD62-F1CE-4BFF-8EFD-3F2D4513FC11.svs,10000,6191,,,,,aperio,Unknown,,,,
386,tcga_luad,TCGA-49-4501-01Z-00-DX3.b6c2cc84-1c94-4816-92e7-8cf4446ac9ac.svs,158275,62820,0.252,0.252,39885.3,15830.64,aperio,40,,,,
387,tcga_luad,TCGA-49-4506-01Z-00-DX2.81e180ae-bd9f-49cc-9a0f-297800cc7280.svs,125661,80560,0.252,0.252,31666.572,20301.12,aperio,40,,,,
388,tcga_luad,TCGA-62-A46V-01Z-00-DX1.631E54D0-9E57-4932-B4EF-81820E56A95B.svs,80760,81794,0.2517,0.2517,20327.291999999998,20587.549799999997,aperio,40,,,,
389,tcga_luad,TCGA-55-8085-01Z-00-DX1.ff220eba-3515-4d2e-b317-76337dd3d206.svs,31655,20194,0.252,0.252,7977.06,5088.888,aperio,40,,,,
390,tcga_luad,TCGA-38-4632-01Z-00-DX1.5E05F85C-53BC-4280-8E7F-8B9DECEF849F.svs,127579,34675,0.252,0.252,32149.908,8738.1,aperio,40,,,,
391,tcga_luad,TCGA-55-6978-01Z-00-DX1.2ef6d6aa-2a19-4bce-b845-cc83ac81a1c3.svs,50840,40890,0.252,0.252,12811.68,10304.28,aperio,40,,,,
392,tcga_luad,TCGA-44-7672-01Z-00-DX1.71f4a0c6-a9cc-481c-ace8-c8c314952aa1.svs,87291,44236,0.252,0.252,21997.332,11147.472,aperio,40,,,,
393,tcga_luad,TCGA-MN-A4N1-01Z-00-DX1.07CD10C3-73A7-47E5-AD45-45458CE33107.svs,133463,92649,0.2527,0.2527,33726.100099999996,23412.402299999998,aperio,40,,,,
394,tcga_luad,TCGA-93-A4JQ-01Z-00-DX1.24573112-917C-43E9-B0FD-763C290AA88A.svs,99599,64470,0.2527,0.2527,25168.667299999997,16291.569,aperio,40,,,,
395,tcga_luad,TCGA-69-7979-01Z-00-DX1.c9bc265d-4889-4333-9852-b8b535887f1e.svs,69065,71466,0.252,0.252,17404.38,18009.432,aperio,40,,,,
396,tcga_luad,TCGA-44-2665-01Z-00-DX1.d429e37e-3915-4da6-b5bc-bf2f09f4fbf7.svs,106476,35516,0.252,0.252,26831.952,8950.032,aperio,40,,,,
397,tcga_luad,TCGA-95-7944-01Z-00-DX1.E66A3565-7B0D-412B-9C0C-81D7397E8B87.svs,115072,80128,0.2265,0.2265,26063.808,18148.992000000002,aperio,40,,,,
398,tcga_luad,TCGA-86-8279-01Z-00-DX1.fd12b60e-d181-454b-a655-298a973a849d.svs,148683,90379,0.252,0.252,37468.116,22775.508,aperio,40,,,,
399,tcga_luad,TCGA-49-4512-01Z-00-DX5.7198ce36-1fae-4da1-9f26-b7f43cf01133.svs,175542,72092,0.252,0.252,44236.584,18167.184,aperio,40,,,,
400,tcga_luad,TCGA-78-7167-01Z-00-DX1.f79e1a9b-a3eb-4c91-a1fd-7bb58b1620b1.svs,116068,73123,0.252,0.252,29249.136,18426.996,aperio,40,,,,
401,tcga_luad,TCGA-86-A4P7-01Z-00-DX1.37026DCF-5A81-4098-B444-C8A40CA168D0.svs,66639,74425,0.248,0.248,16526.472,18457.4,aperio,40,,,,
402,tcga_luad,TCGA-MP-A4TE-01Z-00-DX1.B4680570-FD2E-47A5-8D50-A508CEB6A62C.svs,129480,71391,0.2525,0.2525,32693.7,18026.2275,aperio,40,,,,
403,tcga_luad,TCGA-64-5815-01Z-00-DX1.1E3600B5-7E83-47BE-AC70-E0C2D623740B.svs,61751,56585,0.2527,0.2527,15604.4777,14299.029499999999,aperio,40,,,,
404,tcga_luad,TCGA-49-4494-01Z-00-DX1.2bf10e85-465a-4b17-abd7-3565f0e538a5.svs,119905,84057,0.252,0.252,30216.06,21182.364,aperio,40,,,,
405,tcga_luad,TCGA-55-7815-01Z-00-DX1.288408e6-f6b3-4de4-a1ce-cb2498d9d46d.svs,52758,47495,0.252,0.252,13295.016,11968.74,aperio,40,,,,
406,tcga_luad,TCGA-44-6778-01Z-00-DX1.5e932267-cc68-4a8e-a660-fe2cc0c59ff4.svs,122783,45031,0.252,0.252,30941.316,11347.812,aperio,40,,,,
407,tcga_luad,TCGA-50-5942-01Z-00-DX1.da1b1274-8740-4c79-adf9-25800913eafa.svs,100720,74265,0.252,0.252,25381.44,18714.78,aperio,40,,,,
408,tcga_luad,TCGA-55-8205-01Z-00-DX1.6df6d499-f325-409d-acb1-9e13172f2bb4.svs,66187,39496,0.252,0.252,16679.124,9952.992,aperio,40,,,,
409,tcga_luad,TCGA-49-4505-01Z-00-DX4.623c4278-fc3e-4c80-bb4d-000e24fbb1c2.svs,91128,79007,0.252,0.252,22964.256,19909.764,aperio,40,,,,
410,tcga_luad,TCGA-86-8671-01Z-00-DX1.1fd0019c-df9d-48cc-9055-8de57759f273.svs,30695,33878,0.252,0.252,7735.14,8537.256,aperio,40,,,,
411,tcga_luad,TCGA-49-4514-01Z-00-DX2.f1565a36-257d-432e-a84d-47c1d7a0185f.svs,92087,76478,0.252,0.252,23205.924,19272.456000000002,aperio,40,,,,
412,tcga_luad,TCGA-64-5781-01Z-00-DX1.81474D4D-6B48-473F-BAA9-ABD75C9223C3.svs,61751,36291,0.2527,0.2527,15604.4777,9170.7357,aperio,40,,,,
413,tcga_luad,TCGA-49-6743-01Z-00-DX3.d391f3ab-e954-4f4f-996d-cd0420933ccf.svs,141009,84233,0.252,0.252,35534.268000000004,21226.716,aperio,40,,,,
414,tcga_luad,TCGA-55-6972-01Z-00-DX1.0b441ad0-c30f-4f63-849a-36c98d6e2d3b.svs,26858,32068,0.252,0.252,6768.216,8081.136,aperio,40,,,,
415,tcga_luad,TCGA-55-7913-01Z-00-DX1.2295fcc5-70b0-412e-a1fd-b5366fce0739.svs,34532,32384,0.252,0.252,8702.064,8160.768,aperio,40,,,,
416,tcga_luad,TCGA-38-7271-01Z-00-DX1.EF258BEB-8DEA-483E-823A-1E0B90AAA392.svs,135253,44625,0.252,0.252,34083.756,11245.5,aperio,40,,,,
417,tcga_luad,TCGA-78-8640-01Z-00-DX1.6F929E56-34D5-45A6-8A9E-ACB4B88A68B1.svs,128520,92881,0.2456,0.2456,31564.512000000002,22811.5736,aperio,40,,,,
418,tcga_luad,TCGA-62-A471-01Z-00-DX1.51A235BB-7F67-4C0D-8B15-2E26116D8822.svs,97105,95566,0.2517,0.2517,24441.3285,24053.962199999998,aperio,40,,,,
419,tcga_luad,TCGA-44-6145-01Z-00-DX1.175ad655-b054-407d-bb22-3a4f85849488.svs,99761,33940,0.252,0.252,25139.772,8552.88,aperio,40,,,,
420,tcga_luad,TCGA-78-8662-01Z-00-DX1.754A4C57-B5FA-4077-99E4-F6EFA6459410.svs,123760,76178,0.2456,0.2456,30395.456000000002,18709.3168,aperio,40,,,,
421,tcga_luad,TCGA-38-A44F-01Z-00-DX1.B9958072-D8BB-40DD-B28E-2E83CE2B550B.svs,185639,44659,0.2472,0.2472,45889.9608,11039.7048,aperio,40,,,,
422,tcga_luad,TCGA-62-A470-01Z-00-DX1.3983A979-E756-413C-941A-C8B83AD3BBA7.svs,90375,91368,0.2517,0.2517,22747.387499999997,22997.325599999996,aperio,40,,,,
423,tcga_luad,TCGA-05-4250-01Z-00-DX1.90f67fdf-dff9-46ca-af71-0978d7c221ba.svs,68608,37632,0.2325,0.2325,15951.36,8749.44,aperio,20,,,,
424,tcga_luad,TCGA-64-1680-01Z-00-DX1.9CB14F20-E7B0-49A1-A327-404B3160FD65.svs,73703,52292,0.2527,0.2527,18624.748099999997,13214.1884,aperio,40,,,,
425,tcga_luad,TCGA-55-8507-01Z-00-DX1.3C6198CF-3E13-4C4C-B851-5BDFF8552621.svs,76739,64689,0.252,0.252,19338.228,16301.628,aperio,40,,,,
426,tcga_luad,TCGA-05-4415-01Z-00-DX1.55E0C429-B308-4962-8DA9-41D7D3F7764E.svs,98304,103680,0.2325,0.2325,22855.68,24105.600000000002,aperio,20,,,,
427,tcga_luad,TCGA-69-7973-01Z-00-DX1.aefb015a-cb51-425f-a80f-cd51091a0ee3.svs,89209,45267,0.252,0.252,22480.668,11407.284,aperio,40,,,,
428,tcga_luad,TCGA-55-7726-01Z-00-DX1.37df197b-d4fb-41c4-ac6a-72dbaa31027b.svs,33573,31110,0.252,0.252,8460.396,7839.72,aperio,40,,,,
429,tcga_luad,TCGA-55-6984-01Z-00-DX1.d53e387a-9618-4486-98f3-a75604f25a7d.svs,95924,62563,0.252,0.252,24172.848,15765.876,aperio,40,,,,
430,tcga_luad,TCGA-75-7031-01Z-00-DX1.B058D81B-E869-4AEA-8CAC-4B6264FB86A8.svs,21987,17654,0.5005,0.5005,11004.493499999999,8835.827,aperio,20,,,,
431,tcga_luad,TCGA-97-8175-01Z-00-DX1.f7148cec-5e4b-46ac-b167-d41b36eb3ee5.svs,132328,85460,0.2456,0.2456,32499.756800000003,20988.976000000002,aperio,40,,,,
432,tcga_luad,TCGA-49-4488-01Z-00-DX8.b9fb358a-9618-4956-9544-c2ffe2678095.svs,116068,78452,0.252,0.252,29249.136,19769.904,aperio,40,,,,
433,tcga_luad,TCGA-38-4626-01Z-00-DX1.142bc018-bd79-4db9-84e2-f83a617ea92a.svs,157316,54702,0.252,0.252,39643.632,13784.904,aperio,40,,,,
434,tcga_luad,TCGA-55-7914-01Z-00-DX1.875bffe1-8c56-4c29-ab11-6840ee3a643c.svs,30695,29061,0.252,0.252,7735.14,7323.372,aperio,40,,,,
435,tcga_luad,TCGA-44-5645-01Z-00-DX1.8b0d89d7-7849-49a6-a2f5-a8faf2c5aab4.svs,144846,36848,0.252,0.252,36501.192,9285.696,aperio,40,,,,
436,tcga_luad,TCGA-55-A490-01Z-00-DX1.07D77502-7216-4C23-9BB8-8DE99AECC920.svs,70984,69203,0.252,0.252,17887.968,17439.156,aperio,40,,,,
437,tcga_luad,TCGA-44-6777-01Z-00-DX1.aca7b23d-a601-4476-8bfd-eb46f0b6a96e.svs,125661,68384,0.252,0.252,31666.572,17232.768,aperio,40,,,,
438,tcga_luad,TCGA-49-4512-01Z-00-DX6.985c9088-ff83-4f13-8a95-cb55aa48682b.svs,103598,81136,0.252,0.252,26106.696,20446.272,aperio,40,,,,
439,tcga_luad,TCGA-50-8457-01Z-00-DX1.F4B6ECCE-F22B-43FC-9A08-4366A24A67A4.svs,119698,84126,0.2485,0.2485,29744.953,20905.311,aperio,40,,,,
440,tcga_luad,TCGA-55-6982-01Z-00-DX1.055aeec1-2fc1-4796-b5df-c159335e0300.svs,57554,48809,0.252,0.252,14503.608,12299.868,aperio,40,,,,
441,tcga_luad,TCGA-73-4662-01Z-00-DX1.76e23a15-0917-44ad-9181-50100d318003.svs,95924,81323,0.252,0.252,24172.848,20493.396,aperio,40,,,,
442,tcga_luad,TCGA-49-6745-01Z-00-DX6.3174fffa-c17c-44d1-8d21-1921a9ec1bee.svs,124701,78518,0.252,0.252,31424.652000000002,19786.536,aperio,40,,,,
443,tcga_luad,TCGA-35-4122-01Z-00-DX1.2ac022e4-e796-49e5-9a24-f0ff3f76a527.svs,159234,70182,0.252,0.252,40126.968,17685.864,aperio,40,,,,
444,tcga_luad,TCGA-50-5068-01Z-00-DX2.0492A5C6-09CB-424B-BE20-10A1CBEA2E57.svs,169320,92215,0.2525,0.2525,42753.3,23284.2875,aperio,40,,,,
445,tcga_luad,TCGA-44-6148-01Z-00-DX1.94c29c83-1085-458f-a0c9-3ffa8592cb98.svs,139090,34260,0.252,0.252,35050.68,8633.52,aperio,40,,,,
446,tcga_luad,TCGA-78-7633-01Z-00-DX1.f0cd4825-eb92-4098-954a-fbb1e4851660.svs,117028,86825,0.252,0.252,29491.056,21879.9,aperio,40,,,,
447,tcga_luad,TCGA-44-3919-01Z-00-DX1.41144972-46a1-4b25-9faa-ed1b9d1996d2.svs,22062,69310,0.252,0.252,5559.624,17466.12,aperio,40,,,,
448,tcga_luad,TCGA-50-7109-01Z-00-DX1.08f6420c-baa2-4e79-908e-ebbdeec503a6.svs,92087,79009,0.252,0.252,23205.924,19910.268,aperio,40,,,,
449,tcga_luad,TCGA-62-A46O-01Z-00-DX1.39B361AD-ED1D-4C0C-8611-0E8CCBDBD252.svs,91336,85517,0.2517,0.2517,22989.2712,21524.6289,aperio,40,,,,
450,tcga_luad,TCGA-55-7284-01Z-00-DX1.68b95b9b-1aab-4f03-aad3-1132467b7499.svs,82495,54590,0.252,0.252,20788.74,13756.68,aperio,40,,,,
451,tcga_luad,TCGA-55-7570-01Z-00-DX1.9020ae67-cf60-4bac-8c60-403c8891c4a3.svs,67147,51168,0.252,0.252,16921.044,12894.336,aperio,40,,,,
452,tcga_luad,TCGA-78-7155-01Z-00-DX1.32258467-7550-4a1b-8df9-a869fb83e559.svs,73861,74548,0.252,0.252,18612.972,18786.096,aperio,40,,,,
453,tcga_luad,TCGA-95-7562-01Z-00-DX1.C722891A-C5C6-4F0D-A73F-259FA8DB2394.svs,91264,79360,0.2265,0.2265,20671.296000000002,17975.04,aperio,40,,,,
454,tcga_luad,TCGA-49-AAR2-01Z-00-DX1.1F09F896-446E-4C55-8D01-6C34A98AB1D2.svs,125496,89555,0.2525,0.2525,31687.74,22612.6375,aperio,40,,,,
455,tcga_luad,TCGA-L9-A50W-01Z-00-DX1.21FAAB58-58EF-4A6A-8F0A-16D9AB9B1056.svs,107576,77440,0.2456,0.2456,26420.6656,19019.264,aperio,40,,,,
456,tcga_luad,TCGA-97-A4M7-01Z-00-DX1.111ED60D-6E4A-47E9-AFD0-C2A109DE2C60.svs,166620,71099,0.2485,0.2485,41405.07,17668.1015,aperio,40,,,,
457,tcga_luad,TCGA-55-7283-01Z-00-DX1.0f716216-0a46-404e-a4d4-5bb6d7e3f0d1.svs,49880,33528,0.252,0.252,12569.76,8449.056,aperio,40,,,,
458,tcga_luad,TCGA-49-4488-01Z-00-DX10.930e7dc2-6073-4bf2-9b70-f17c0b26bdee.svs,117987,84550,0.252,0.252,29732.724000000002,21306.6,aperio,40,,,,
459,tcga_luad,TCGA-05-4244-01Z-00-DX1.d4ff32cd-38cf-40ea-8213-45c2b100ac01.svs,46336,44288,0.2325,0.2325,10773.12,10296.960000000001,aperio,20,,,,
460,tcga_luad,TCGA-44-2662-01Z-00-DX1.398f3f84-fd48-4454-b789-a3e90cd36d73.svs,157316,48358,0.252,0.252,39643.632,12186.216,aperio,40,,,,
461,tcga_luad,TCGA-62-A472-01Z-00-DX1.C2F76C9A-C51A-4521-9B95-2A20063E9931.svs,93259,62754,0.2517,0.2517,23473.290299999997,15795.181799999998,aperio,40,,,,
462,tcga_luad,TCGA-49-4488-01Z-00-DX7.a04b36c3-9cfd-4195-92c0-70046cd49d9a.svs,141009,84744,0.252,0.252,35534.268000000004,21355.488,aperio,40,,,,
463,tcga_luad,TCGA-86-8055-01Z-00-DX1.546dc42e-3742-4da5-8f9b-80732180ce76.svs,128538,66123,0.252,0.252,32391.576,16662.996,aperio,40,,,,
464,tcga_luad,TCGA-55-A48Y-01Z-00-DX1.D8735347-E060-439F-B5A1-1E47A958A392.svs,40288,26860,0.252,0.252,10152.576000000001,6768.72,aperio,40,,,,
465,tcga_luad,TCGA-55-6983-01Z-00-DX1.8f940a64-1f1b-4e6e-99ea-418175be2b3f.svs,44125,49201,0.252,0.252,11119.5,12398.652,aperio,40,,,,
466,tcga_luad,TCGA-NJ-A55R-01Z-00-DX1.2E2B3642-4E1C-47DB-AF7B-988D586C0986.svs,139439,70762,0.2527,0.2527,35236.2353,17881.557399999998,aperio,40,,,,
467,tcga_luad,TCGA-MP-A4T9-01Z-00-DX1.F7B341C4-EBCD-455F-BE90-3B77AC6B76EC.svs,97608,60553,0.2525,0.2525,24646.02,15289.6325,aperio,40,,,,
468,tcga_luad,TCGA-55-6971-01Z-00-DX1.6c790768-8252-466a-95e1-97d2086a8132.svs,42206,27382,0.252,0.252,10635.912,6900.264,aperio,40,,,,
469,tcga_luad,TCGA-44-A47F-01Z-00-DX1.C1EC3F2D-33C8-483B-9DDA-2F01B5FED618.svs,76809,36361,0.2505,0.2505,19240.6545,9108.4305,aperio,40,,,,
470,tcga_luad,TCGA-69-7980-01Z-00-DX1.8bbf8cc0-eca7-49e5-a022-c22e3e6ed6dc.svs,92087,86111,0.252,0.252,23205.924,21699.972,aperio,40,,,,
471,tcga_luad,TCGA-44-2657-01Z-00-DX1.b7f608bd-2381-40a2-a757-ca4648a7de8a.svs,79617,67243,0.252,0.252,20063.484,16945.236,aperio,40,,,,
472,tcga_luad,TCGA-50-6590-01Z-00-DX1.B08B2656-3DC7-4D35-A54D-9C57A7A773B3.svs,111552,79716,0.2525,0.2525,28166.88,20128.29,aperio,40,,,,
473,tcga_luad,TCGA-44-6774-01Z-00-DX1.f169485b-f863-4be0-9844-258d78170b64.svs,91128,33869,0.252,0.252,22964.256,8534.988,aperio,40,,,,
474,tcga_luad,TCGA-MP-A4TI-01Z-00-DX1.08AB4C0B-F953-41B5-A9BB-7452A8E34A54.svs,91632,63758,0.2525,0.2525,23137.08,16098.895,aperio,40,,,,
475,tcga_luad,TCGA-55-8204-01Z-00-DX1.30ba69f3-53f1-41cc-826c-20dce3cfe86b.svs,42206,18505,0.252,0.252,10635.912,4663.26,aperio,40,,,,
476,tcga_luad,TCGA-86-7711-01Z-00-DX1.f64dd9d8-b9ca-4d1f-9783-d1042979132d.svs,72902,82149,0.252,0.252,18371.304,20701.548,aperio,40,,,,
477,tcga_luad,TCGA-78-7152-01Z-00-DX1.a04f9d84-3304-402c-9c0c-f64545c14781.svs,114150,84520,0.252,0.252,28765.8,21299.04,aperio,40,,,,
478,tcga_luad,TCGA-97-7552-01Z-00-DX1.a5ab8959-ff7a-4287-b014-87439957fb67.svs,70024,82885,0.252,0.252,17646.048,20887.02,aperio,40,,,,
479,tcga_luad,TCGA-53-7624-01Z-00-DX1.51b4de19-3531-4bcb-b822-fa966480f2ad.svs,75780,80148,0.252,0.252,19096.56,20197.296,aperio,40,,,,
480,tcga_luad,TCGA-78-7147-01Z-00-DX1.a9fd2c5d-b8f3-4524-bd64-6c3362ce373b.svs,115109,84529,0.252,0.252,29007.468,21301.308,aperio,40,,,,
481,tcga_luad,TCGA-78-8648-01Z-00-DX1.D3EAEF8E-E739-490F-BF48-A4796B0C0E7A.svs,107576,88840,0.2456,0.2456,26420.6656,21819.104,aperio,40,,,,
482,tcga_luad,TCGA-MP-A4TC-01Z-00-DX1.C7DB4A7F-F6B8-4FA0-84C1-9B87D41C7749.svs,103584,71180,0.2525,0.2525,26154.96,17972.95,aperio,40,,,,
483,tcga_luad,TCGA-78-8655-01Z-00-DX1.DC81D146-A4A6-411E-A5DC-C0689A8D445F.svs,113288,86218,0.2456,0.2456,27823.5328,21175.1408,aperio,40,,,,
484,tcga_luad,TCGA-95-7043-01Z-00-DX1.AE0FD8AA-9B88-45FE-B247-402BED1285EF.svs,103168,52224,0.2265,0.2265,23367.552,11828.736,aperio,40,,,,
485,tcga_luad,TCGA-64-5779-01Z-00-DX1.B3268447-DCE0-4927-B5A9-EC4D61E9B17D.svs,97607,66849,0.2527,0.2527,24665.2889,16892.742299999998,aperio,40,,,,
486,tcga_luad,TCGA-38-4631-01Z-00-DX1.5e0c873a-9c4c-4e0b-bf2e-e3cd8b760761.svs,103598,49189,0.252,0.252,26106.696,12395.628,aperio,40,,,,
487,tcga_luad,TCGA-55-6981-01Z-00-DX1.5fecd134-42a0-40a2-be75-1e8bd14c5b30.svs,31655,42003,0.252,0.252,7977.06,10584.756,aperio,40,,,,
488,tcga_luad,TCGA-86-8672-01Z-00-DX1.94ca1954-921d-4ef6-a078-4e0fcb09157f.svs,78658,82199,0.252,0.252,19821.816,20714.148,aperio,40,,,,
489,tcga_luad,TCGA-55-8091-01Z-00-DX1.0996c58a-6e93-4092-8cb8-014d548fe60c.svs,56595,33836,0.252,0.252,14261.94,8526.672,aperio,40,,,,
490,tcga_luad,TCGA-99-7458-01Z-00-DX1.10ea0b2c-c763-40d1-83a4-3d4ae957fdb0.svs,21103,39885,0.252,0.252,5317.956,10051.02,aperio,40,,,,
491,tcga_luad,TCGA-93-A4JP-01Z-00-DX1.994E229B-5251-4F61-8C41-863047F3A136.svs,89639,73358,0.2527,0.2527,22651.775299999998,18537.5666,aperio,40,,,,
492,tcga_luad,TCGA-05-4433-01Z-00-DX1.5843D3CC-CB24-4A0A-BB65-78A5DAA11D84.svs,92672,90368,0.2325,0.2325,21546.24,21010.56,aperio,20,,,,
493,tcga_luad,TCGA-49-AARE-01Z-00-DX1.3559B3A9-6699-472F-B731-1BD9F93EE82A.svs,69720,70145,0.2525,0.2525,17604.3,17711.6125,aperio,40,,,,
494,tcga_luad,TCGA-MN-A4N1-01Z-00-DX2.9B0852C4-16BF-4962-B86F-E2570E48A89E.svs,113543,92514,0.2527,0.2527,28692.316099999996,23378.2878,aperio,40,,,,
495,tcga_luad,TCGA-86-7714-01Z-00-DX1.8ee03c3b-013e-4dd5-aa0e-9c1a771cbdc5.svs,64269,71684,0.252,0.252,16195.788,18064.368,aperio,40,,,,
496,tcga_luad,TCGA-49-AAQV-01Z-00-DX1.4CC37621-C952-4684-96E3-9B97CDAD8056.svs,105576,82278,0.2525,0.2525,26657.94,20775.195,aperio,40,,,,
497,tcga_luad,TCGA-MP-A4TK-01Z-00-DX1.57494698-D9D9-4C04-AAB2-16616CCFDCC9.svs,91677,77657,0.2523,0.2523,23130.1071,19592.861100000002,aperio,40,,,,
498,tcga_luad,TCGA-97-8179-01Z-00-DX1.5501338a-dd89-4c41-8267-5baaaea71643.svs,173263,67948,0.248,0.248,42969.224,16851.104,aperio,40,,,,
499,tcga_luad,TCGA-MP-A4TA-01Z-00-DX1.11DDADA4-B7A2-4216-9B18-7AD993AE12E4.svs,59760,48096,0.2525,0.2525,15089.4,12144.24,aperio,40,,,,
500,tcga_luad,TCGA-49-4490-01Z-00-DX4.4e94aeb6-f616-4bdd-82bc-2ca2f2b5a5c4.svs,113191,75639,0.252,0.252,28524.132,19061.028,aperio,40,,,,
501,tcga_luad,TCGA-49-4512-01Z-00-DX7.1f758560-85e2-4cf9-a81a-317536d96bcc.svs,96883,68653,0.252,0.252,24414.516,17300.556,aperio,40,,,,
502,tcga_luad,TCGA-97-8552-01Z-00-DX1.69631717-0E05-49C1-B112-15C2E36BC2F8.svs,105672,81895,0.2456,0.2456,25953.0432,20113.412,aperio,40,,,,
503,tcga_luad,TCGA-55-7576-01Z-00-DX1.3a6142e9-c90a-4938-a1d1-061c2ac261f0.svs,45084,28924,0.252,0.252,11361.168,7288.848,aperio,40,,,,
504,tcga_luad,TCGA-55-7994-01Z-00-DX1.a0858080-c471-4337-bc57-7af57e9d92d8.svs,51799,29995,0.252,0.252,13053.348,7558.74,aperio,40,,,,
505,tcga_luad,TCGA-05-4420-01Z-00-DX1.2df0552e-87dc-491e-9be2-be8fbce2660d.svs,40704,95488,0.2325,0.2325,9463.68,22200.960000000003,aperio,20,,,,
506,tcga_luad,TCGA-55-8619-01Z-00-DX1.46C7678A-6032-4C95-B535-85C87B92B6ED.svs,62350,58738,0.252,0.252,15712.2,14801.976,aperio,40,,,,
