wsi_id,mean_superpixel_area,magnification,mpp_x,mpp_y,norm_mpp_x,norm_mpp_y
C3N-01893-30,443024.8179621082,20.0,0.4942,0.4942,0.2471,0.2471
C3L-04216-24,101653.26783115465,20.0,0.5031,0.5031,0.25155,0.25155
C3L-04912-22,503885.27898294834,20.0,0.5031,0.5031,0.25155,0.25155
C3L-01838-26,471336.7461989904,20.0,0.4942,0.4942,0.2471,0.2471
C3L-04781-21,497748.74063181697,20.0,0.5031,0.5031,0.25155,0.25155
C3N-04167-21,374013.9246206925,20.0,0.5031,0.5031,0.25155,0.25155
C3L-03987-23,418429.2751166539,20.0,0.5031,0.5031,0.25155,0.25155
C3L-02968-26,501536.3409859113,20.0,0.4942,0.4942,0.2471,0.2471
C3L-04888-28,450682.08486312965,20.0,0.5031,0.5031,0.25155,0.25155
C3L-03982-22,391870.7181608055,20.0,0.5031,0.5031,0.25155,0.25155
C3L-05393-27,368256.9095771878,20.0,0.5031,0.5031,0.25155,0.25155
C3L-04746-21,341546.55597331614,20.0,0.5031,0.5031,0.25155,0.25155
C3L-02127-22,448537.0631369819,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02425-23,459498.8998793899,20.0,0.4942,0.4942,0.2471,0.2471
C3L-02648-22,377017.65238222224,20.0,0.4942,0.4942,0.2471,0.2471
C3L-05427-28,460508.1742584108,20.0,0.5031,0.5031,0.25155,0.25155
C3N-05100-27,331425.21073189436,20.0,0.5031,0.5031,0.25155,0.25155
C3L-00904-26,482777.22679705994,20.0,0.4942,0.4942,0.2471,0.2471
C3L-05212-25,463270.50473878166,20.0,0.5031,0.5031,0.25155,0.25155
C3L-05225-22,463645.28831097,20.0,0.5031,0.5031,0.25155,0.25155
C3L-04334-24,422570.3942014554,20.0,0.5031,0.5031,0.25155,0.25155
C3L-04781-26,377254.66392045404,20.0,0.5031,0.5031,0.25155,0.25155
C3L-04014-23,466816.5287937789,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02283-30,99030.23428949369,20.0,0.4942,0.4942,0.2471,0.2471
C3L-04878-21,507561.9350118002,20.0,0.5031,0.5031,0.25155,0.25155
C3L-02963-26,532377.8850010722,20.0,0.4942,0.4942,0.2471,0.2471
C3N-05629-21,387455.6628652684,20.0,0.5031,0.5031,0.25155,0.25155
C3L-04921-26,510682.12366318,20.0,0.5031,0.5031,0.25155,0.25155
C3L-02660-27,423209.0447637373,20.0,0.4942,0.4942,0.2471,0.2471
C3L-04878-23,462224.42634380696,20.0,0.5031,0.5031,0.25155,0.25155
C3L-04868-28,500093.18350417144,20.0,0.5031,0.5031,0.25155,0.25155
C3N-03092-23,448958.5954581411,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00221-25,352723.3504426848,20.0,0.4942,0.4942,0.2471,0.2471
C3L-00993-26,403326.78978720075,20.0,0.4942,0.4942,0.2471,0.2471
C3N-04155-21,461987.776421035,20.0,0.4942,0.4942,0.2471,0.2471
C3L-04013-21,464252.50816089415,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02434-22,193557.10241017267,20.0,0.4942,0.4942,0.2471,0.2471
C3L-04336-25,439287.0113821166,20.0,0.5031,0.5031,0.25155,0.25155
C3L-02665-25,350766.1440837849,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01846-22,392964.4490084863,20.0,0.4942,0.4942,0.2471,0.2471
C3L-02625-25,378406.0825039068,20.0,0.4942,0.4942,0.2471,0.2471
C3L-05427-22,439748.08133484365,20.0,0.5031,0.5031,0.25155,0.25155
C3L-04786-25,364479.27788032946,20.0,0.5031,0.5031,0.25155,0.25155
C3L-05176-26,278626.43568136333,20.0,0.5031,0.5031,0.25155,0.25155
C3L-03962-28,540387.0468938685,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02300-25,205764.15707207337,20.0,0.4942,0.4942,0.2471,0.2471
C3L-05221-25,420427.2537912904,20.0,0.5031,0.5031,0.25155,0.25155
C3L-01455-25,546810.7824546227,20.0,0.4942,0.4942,0.2471,0.2471
C3L-03962-25,354454.35340905964,20.0,0.4942,0.4942,0.2471,0.2471
C3N-05923-21,387635.38731593057,20.0,0.5031,0.5031,0.25155,0.25155
C3N-03093-26,516235.6168837961,20.0,0.4942,0.4942,0.2471,0.2471
C3L-04878-27,494926.31374059827,20.0,0.5031,0.5031,0.25155,0.25155
C3L-01884-26,380686.81759502133,20.0,0.4942,0.4942,0.2471,0.2471
C3L-02629-21,402252.9621451996,20.0,0.4942,0.4942,0.2471,0.2471
C3N-03441-21,342753.26446428703,20.0,0.4942,0.4942,0.2471,0.2471
C3L-05393-22,398195.35120947455,20.0,0.5031,0.5031,0.25155,0.25155
C3L-02665-22,336346.910727104,20.0,0.4942,0.4942,0.2471,0.2471
C3L-04013-27,526167.3525633201,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02375-22,371328.2128839326,20.0,0.4942,0.4942,0.2471,0.2471
C3N-04457-23,397218.147423172,20.0,0.5031,0.5031,0.25155,0.25155
C3L-05411-27,590280.2950895326,20.0,0.5031,0.5031,0.25155,0.25155
C3L-05145-24,449921.2344246613,20.0,0.5031,0.5031,0.25155,0.25155
C3L-04866-25,420066.6243772415,20.0,0.5031,0.5031,0.25155,0.25155
C3L-02649-23,430398.2760958597,20.0,0.4942,0.4942,0.2471,0.2471
C3L-01000-26,515918.0548689178,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00247-22,333996.8758027466,20.0,0.4942,0.4942,0.2471,0.2471
C3L-04922-24,538786.6363734134,20.0,0.5031,0.5031,0.25155,0.25155
C3L-04872-28,408427.0901931649,20.0,0.5031,0.5031,0.25155,0.25155
C3L-04874-24,449681.16434785037,20.0,0.5031,0.5031,0.25155,0.25155
C3L-04786-28,232279.00645118672,20.0,0.5031,0.5031,0.25155,0.25155
C3L-05022-25,428044.2267599817,20.0,0.5031,0.5031,0.25155,0.25155
C3L-05417-23,416633.3031245566,20.0,0.5031,0.5031,0.25155,0.25155
C3N-00555-26,425922.0186987329,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01767-22,266149.4569706121,20.0,0.5031,0.5031,0.25155,0.25155
C3L-02618-21,448287.8748337449,20.0,0.4942,0.4942,0.2471,0.2471
C3L-05423-26,399285.4441191424,20.0,0.5031,0.5031,0.25155,0.25155
C3L-05397-27,425870.3908029431,20.0,0.5031,0.5031,0.25155,0.25155
C3L-04336-26,356487.52165877225,20.0,0.5031,0.5031,0.25155,0.25155
C3L-05395-22,363377.0246088938,20.0,0.5031,0.5031,0.25155,0.25155
C3L-03961-26,351799.7607499506,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01025-24,470720.02422266325,20.0,0.4942,0.4942,0.2471,0.2471
C3L-00993-27,432741.40259052836,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02426-22,405000.7782372041,20.0,0.4942,0.4942,0.2471,0.2471
C3L-00081-26,426607.6523146584,20.0,0.4942,0.4942,0.2471,0.2471
C3L-03272-21,377787.01176948356,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02339-21,405845.20481849945,20.0,0.4942,0.4942,0.2471,0.2471
C3L-04863-27,562608.6113575153,20.0,0.5031,0.5031,0.25155,0.25155
C3L-02951-23,381767.34763270366,20.0,0.4942,0.4942,0.2471,0.2471
C3L-04378-23,310587.47538492805,20.0,0.5031,0.5031,0.25155,0.25155
C3L-04391-22,222177.69249687993,20.0,0.4942,0.4942,0.2471,0.2471
C3L-00927-21,380188.070194105,20.0,0.4942,0.4942,0.2471,0.2471
C3L-04856-22,485800.4421517051,20.0,0.5031,0.5031,0.25155,0.25155
C3L-02170-25,475966.70787061076,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02288-29,381753.30040899874,20.0,0.4942,0.4942,0.2471,0.2471
C3L-05148-26,307997.49753643177,20.0,0.5031,0.5031,0.25155,0.25155
C3L-05397-24,453196.0898818826,20.0,0.5031,0.5031,0.25155,0.25155
C3N-03886-21,402101.60014343105,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02284-22,343471.31993596745,20.0,0.4942,0.4942,0.2471,0.2471
C3L-02625-27,216769.53688564798,20.0,0.4942,0.4942,0.2471,0.2471
C3L-02358-22,434119.22974933946,20.0,0.4942,0.4942,0.2471,0.2471
C3L-00445-24,576460.7955021544,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01893-23,279965.0194597408,20.0,0.4942,0.4942,0.2471,0.2471
C3L-04013-23,440699.51785752364,20.0,0.4942,0.4942,0.2471,0.2471
C3L-02650-28,507861.3510600569,20.0,0.4942,0.4942,0.2471,0.2471
C3L-04013-22,477494.68844472955,20.0,0.4942,0.4942,0.2471,0.2471
C3L-04786-26,234007.11217717055,20.0,0.5031,0.5031,0.25155,0.25155
C3L-05423-24,449030.33042981074,20.0,0.5031,0.5031,0.25155,0.25155
C3L-02660-23,429004.6628217655,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02725-21,415423.60848612554,20.0,0.4942,0.4942,0.2471,0.2471
C3L-04781-27,267583.47259529086,20.0,0.5031,0.5031,0.25155,0.25155
C3L-04410-26,380321.7051596166,20.0,0.5031,0.5031,0.25155,0.25155
C3L-04880-22,423101.3461389861,20.0,0.5031,0.5031,0.25155,0.25155
C3L-04334-27,489421.919292939,20.0,0.5031,0.5031,0.25155,0.25155
C3L-04854-22,411335.3614183689,20.0,0.5031,0.5031,0.25155,0.25155
C3L-02649-21,382083.7317312055,20.0,0.4942,0.4942,0.2471,0.2471
C3L-05423-22,379543.19266629504,20.0,0.5031,0.5031,0.25155,0.25155
C3L-04887-23,447600.6557813345,20.0,0.5031,0.5031,0.25155,0.25155
C3N-02435-22,265549.78928589873,20.0,0.4942,0.4942,0.2471,0.2471
C3L-01285-23,418323.80997208157,20.0,0.4942,0.4942,0.2471,0.2471
C3L-04887-25,415524.22945464763,20.0,0.5031,0.5031,0.25155,0.25155
C3L-05399-27,546766.2252933558,20.0,0.5031,0.5031,0.25155,0.25155
C3L-04013-24,440625.5205300595,20.0,0.4942,0.4942,0.2471,0.2471
C3L-03962-26,363176.3679498159,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02688-30,187532.65696307013,20.0,0.5031,0.5031,0.25155,0.25155
C3L-05392-28,501323.0672755824,20.0,0.5031,0.5031,0.25155,0.25155
C3L-04367-28,427785.3904222197,20.0,0.4942,0.4942,0.2471,0.2471
C3L-04871-24,396836.7267160182,20.0,0.5031,0.5031,0.25155,0.25155
C3N-04713-26,268618.76858323783,20.0,0.5031,0.5031,0.25155,0.25155
C3L-02891-23,301425.1055132969,20.0,0.4942,0.4942,0.2471,0.2471
C3L-02629-24,405980.15421066777,20.0,0.4942,0.4942,0.2471,0.2471
C3L-04916-22,427244.1175333786,20.0,0.5031,0.5031,0.25155,0.25155
C3L-04922-25,426919.84880116757,20.0,0.5031,0.5031,0.25155,0.25155
C3N-00221-26,385684.85667047347,20.0,0.4942,0.4942,0.2471,0.2471
C3L-03962-23,382550.94936697924,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00211-22,359611.122435071,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02285-30,501476.7133339797,20.0,0.4942,0.4942,0.2471,0.2471
C3L-04216-25,121208.74434596571,20.0,0.5031,0.5031,0.25155,0.25155
C3L-00568-23,292754.78618279874,20.0,0.4942,0.4942,0.2471,0.2471
C3N-03882-22,349656.14902947785,20.0,0.4942,0.4942,0.2471,0.2471
C3N-04169-29,58765.474983136955,20.0,0.5031,0.5031,0.25155,0.25155
C3L-02951-26,383847.8757782449,20.0,0.4942,0.4942,0.2471,0.2471
C3L-05427-27,474093.0020768118,20.0,0.5031,0.5031,0.25155,0.25155
C3L-03962-24,423658.8717020231,20.0,0.4942,0.4942,0.2471,0.2471
C3L-04792-24,402988.0450272532,20.0,0.5031,0.5031,0.25155,0.25155
C3L-01285-21,385389.0092056791,20.0,0.4942,0.4942,0.2471,0.2471
C3L-04872-26,546099.3538662702,20.0,0.5031,0.5031,0.25155,0.25155
C3L-04378-22,303321.60201480455,20.0,0.5031,0.5031,0.25155,0.25155
C3N-02375-21,401867.9621743203,20.0,0.4942,0.4942,0.2471,0.2471
C3L-02546-26,143653.9449398214,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01020-22,528108.9739294517,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02289-29,338204.8734061811,20.0,0.4942,0.4942,0.2471,0.2471
C3N-04155-22,473460.512942,20.0,0.4942,0.4942,0.2471,0.2471
C3L-02969-26,413392.0900398029,20.0,0.4942,0.4942,0.2471,0.2471
C3L-04792-25,447071.4395834843,20.0,0.5031,0.5031,0.25155,0.25155
C3L-04410-22,398384.4699249602,20.0,0.5031,0.5031,0.25155,0.25155
C3N-01846-23,420207.16900239146,20.0,0.4942,0.4942,0.2471,0.2471
C3N-05080-25,349211.6264511807,20.0,0.5031,0.5031,0.25155,0.25155
C3N-04673-29,37976.54522239102,20.0,0.5031,0.5031,0.25155,0.25155
C3L-03982-27,356810.418157792,20.0,0.5031,0.5031,0.25155,0.25155
C3L-04873-22,374003.9203419163,20.0,0.5031,0.5031,0.25155,0.25155
C3N-03486-21,369419.3118111986,20.0,0.4942,0.4942,0.2471,0.2471
C3L-04887-22,447512.12074597937,20.0,0.5031,0.5031,0.25155,0.25155
C3L-02349-26,608996.3430975763,20.0,0.4942,0.4942,0.2471,0.2471
C3L-04861-23,424661.8729591839,20.0,0.5031,0.5031,0.25155,0.25155
C3N-03424-29,220657.51004206616,20.0,0.4942,0.4942,0.2471,0.2471
C3L-00965-26,442833.98603439436,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01018-26,479309.5521253172,20.0,0.4942,0.4942,0.2471,0.2471
C3L-01285-26,611966.4749376605,20.0,0.4942,0.4942,0.2471,0.2471
C3L-04746-22,397638.73881116096,20.0,0.5031,0.5031,0.25155,0.25155
C3L-03961-21,406786.8007876373,20.0,0.4942,0.4942,0.2471,0.2471
C3L-01838-23,356908.2499408697,20.0,0.4942,0.4942,0.2471,0.2471
C3N-05915-21,324914.6335104406,20.0,0.5031,0.5031,0.25155,0.25155
C3L-00415-21,463397.86827940354,20.0,0.4942,0.4942,0.2471,0.2471
C3N-04167-23,360041.8652476103,20.0,0.5031,0.5031,0.25155,0.25155
C3N-01028-21,424996.6804141324,20.0,0.4942,0.4942,0.2471,0.2471
C3L-04408-21,403505.6367941486,20.0,0.5031,0.5031,0.25155,0.25155
C3L-02164-22,426204.20233542856,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02494-21,373633.95107117493,20.0,0.4942,0.4942,0.2471,0.2471
C3N-04167-22,375979.0621063057,20.0,0.5031,0.5031,0.25155,0.25155
C3L-00445-21,459662.8658067553,20.0,0.4942,0.4942,0.2471,0.2471
C3N-04170-21,333602.6213472717,20.0,0.5031,0.5031,0.25155,0.25155
C3L-04912-21,466230.45059289626,20.0,0.5031,0.5031,0.25155,0.25155
C3L-04781-22,470318.0572617007,20.0,0.5031,0.5031,0.25155,0.25155
C3N-04701-24,335054.0119125527,20.0,0.5031,0.5031,0.25155,0.25155
C3L-05417-28,440911.9066624985,20.0,0.5031,0.5031,0.25155,0.25155
C3L-00904-21,367218.9443660274,20.0,0.4942,0.4942,0.2471,0.2471
C3L-04874-27,140702.62445282604,20.0,0.5031,0.5031,0.25155,0.25155
C3L-02618-23,434436.6228414894,20.0,0.4942,0.4942,0.2471,0.2471
C3L-04367-24,302156.5134483917,20.0,0.4942,0.4942,0.2471,0.2471
C3L-04854-25,436647.11312438396,20.0,0.5031,0.5031,0.25155,0.25155
C3L-05145-25,399803.44909992773,20.0,0.5031,0.5031,0.25155,0.25155
C3L-03982-26,346798.8487894124,20.0,0.5031,0.5031,0.25155,0.25155
C3N-03076-22,360592.1109471111,20.0,0.4942,0.4942,0.2471,0.2471
C3L-03962-21,390262.0105863136,20.0,0.4942,0.4942,0.2471,0.2471
C3L-05411-22,436642.28041476617,20.0,0.5031,0.5031,0.25155,0.25155
C3N-01020-21,496649.2027673321,20.0,0.4942,0.4942,0.2471,0.2471
C3L-05428-25,376578.69962242414,20.0,0.5031,0.5031,0.25155,0.25155
C3N-02285-24,350979.26441133354,20.0,0.4942,0.4942,0.2471,0.2471
C3L-05020-24,277889.4546580878,20.0,0.5031,0.5031,0.25155,0.25155
C3L-04888-22,432571.65617353685,20.0,0.5031,0.5031,0.25155,0.25155
C3L-05148-23,438561.2301840656,20.0,0.5031,0.5031,0.25155,0.25155
C3N-02375-23,242770.84430766074,20.0,0.4942,0.4942,0.2471,0.2471
C3L-05020-28,459554.5784900021,20.0,0.5031,0.5031,0.25155,0.25155
C3L-05176-25,438486.46260029945,20.0,0.5031,0.5031,0.25155,0.25155
C3L-05221-24,398152.0643240345,20.0,0.5031,0.5031,0.25155,0.25155
C3L-06169-24,424750.09114569484,20.0,0.5031,0.5031,0.25155,0.25155
C3L-04336-22,443448.69680237304,20.0,0.5031,0.5031,0.25155,0.25155
C3L-04921-22,454628.10389772867,20.0,0.5031,0.5031,0.25155,0.25155
C3L-05176-24,440298.0614015751,20.0,0.5031,0.5031,0.25155,0.25155
C3L-05427-26,469820.70086662075,20.0,0.5031,0.5031,0.25155,0.25155
C3N-03880-23,79650.58512471325,20.0,0.4942,0.4942,0.2471,0.2471
C3L-03987-28,337900.6771584539,20.0,0.5031,0.5031,0.25155,0.25155
C3L-02649-24,398593.2775050219,20.0,0.4942,0.4942,0.2471,0.2471
C3L-05420-28,563582.061415018,20.0,0.5031,0.5031,0.25155,0.25155
C3L-04889-24,402825.278907298,20.0,0.5031,0.5031,0.25155,0.25155
C3N-04162-21,370347.64166478615,20.0,0.4942,0.4942,0.2471,0.2471
C3L-00993-24,421475.97570763144,20.0,0.4942,0.4942,0.2471,0.2471
C3L-04071-22,363273.9649042689,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02675-27,330717.08392009937,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02252-30,405772.4058772256,20.0,0.4942,0.4942,0.2471,0.2471
C3L-03987-26,374439.9069477841,20.0,0.5031,0.5031,0.25155,0.25155
C3L-05395-27,380168.78577280656,20.0,0.5031,0.5031,0.25155,0.25155
C3L-04921-27,568930.5747992437,20.0,0.5031,0.5031,0.25155,0.25155
C3L-02629-27,407242.86455280124,20.0,0.4942,0.4942,0.2471,0.2471
C3L-02168-25,389270.54603420175,20.0,0.4942,0.4942,0.2471,0.2471
C3N-03923-22,394508.4631234854,20.0,0.5031,0.5031,0.25155,0.25155
C3L-05022-24,348602.8459905194,20.0,0.5031,0.5031,0.25155,0.25155
C3L-04916-26,623066.6697344354,20.0,0.5031,0.5031,0.25155,0.25155
C3L-02624-23,413092.5925405622,20.0,0.4942,0.4942,0.2471,0.2471
C3L-02127-23,386335.9840152672,20.0,0.4942,0.4942,0.2471,0.2471
C3L-05427-25,471257.2627613069,20.0,0.5031,0.5031,0.25155,0.25155
C3N-03204-23,207022.0934590103,20.0,0.4942,0.4942,0.2471,0.2471
C3L-04361-22,392139.7671329442,20.0,0.4942,0.4942,0.2471,0.2471
C3N-04673-24,95234.59874720761,20.0,0.5031,0.5031,0.25155,0.25155
C3L-05398-21,334709.66067490226,20.0,0.5031,0.5031,0.25155,0.25155
C3N-01028-22,481022.2715014147,20.0,0.4942,0.4942,0.2471,0.2471
C3L-02130-21,447762.28867328295,20.0,0.4942,0.4942,0.2471,0.2471
C3N-05080-27,405306.25437614095,20.0,0.5031,0.5031,0.25155,0.25155
C3L-04013-26,507863.0449638786,20.0,0.4942,0.4942,0.2471,0.2471
C3L-05225-25,455018.7295637906,20.0,0.5031,0.5031,0.25155,0.25155
C3L-00603-22,343133.47415581835,20.0,0.4942,0.4942,0.2471,0.2471
C3L-05172-22,462433.6681308014,20.0,0.5031,0.5031,0.25155,0.25155
C3N-01017-26,480690.2530868062,20.0,0.4942,0.4942,0.2471,0.2471
C3N-03877-22,372979.6440957556,20.0,0.4942,0.4942,0.2471,0.2471
C3L-03963-21,439196.749968401,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01018-27,542561.2668621467,20.0,0.4942,0.4942,0.2471,0.2471
C3L-05150-22,485867.3828472074,20.0,0.5031,0.5031,0.25155,0.25155
C3L-05145-26,528616.1048635979,20.0,0.5031,0.5031,0.25155,0.25155
C3L-02619-24,387410.0441469256,20.0,0.4942,0.4942,0.2471,0.2471
C3L-02552-26,369171.63340901694,20.0,0.4942,0.4942,0.2471,0.2471
C3L-04858-28,351442.765994586,20.0,0.5031,0.5031,0.25155,0.25155
C3L-05369-26,427547.4542345061,20.0,0.5031,0.5031,0.25155,0.25155
C3L-05150-21,420415.557026196,20.0,0.5031,0.5031,0.25155,0.25155
C3N-03662-21,420336.57886714704,20.0,0.4942,0.4942,0.2471,0.2471
C3L-04334-21,438991.8687330354,20.0,0.5031,0.5031,0.25155,0.25155
C3L-04804-22,465054.89705834637,20.0,0.5031,0.5031,0.25155,0.25155
C3L-05392-22,429547.74771390174,20.0,0.5031,0.5031,0.25155,0.25155
C3L-04013-28,325560.42007146776,20.0,0.4942,0.4942,0.2471,0.2471
C3L-05172-25,440331.1350998196,20.0,0.5031,0.5031,0.25155,0.25155
C3L-00965-27,399896.4462585784,20.0,0.4942,0.4942,0.2471,0.2471
C3N-04155-23,524605.0044532534,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00555-21,428491.67773133534,20.0,0.4942,0.4942,0.2471,0.2471
C3L-04866-28,591398.3533700883,20.0,0.5031,0.5031,0.25155,0.25155
TCGA-85-8072-01Z-00-DX1,369859.00811144983,40.0,0.252,0.252,0.252,0.252
TCGA-66-2765-01Z-00-DX1,304666.2451571972,40.0,0.2462,0.2462,0.2462,0.2462
TCGA-22-5482-01Z-00-DX1,464025.6023802062,40.0,0.2525,0.2525,0.2525,0.2525
TCGA-43-6143-01Z-00-DX1,431103.8890268299,40.0,0.252,0.252,0.252,0.252
TCGA-18-3421-01Z-00-DX1,423566.76449237595,40.0,0.252,0.252,0.252,0.252
TCGA-22-5473-01Z-00-DX1,456427.3554538951,40.0,0.2525,0.2525,0.2525,0.2525
TCGA-66-2753-01Z-00-DX1,212693.782854386,40.0,0.2462,0.2462,0.2462,0.2462
TCGA-18-3411-01Z-00-DX1,458901.59891042317,40.0,0.252,0.252,0.252,0.252
TCGA-66-2742-01Z-00-DX1,354808.40413017804,40.0,0.2462,0.2462,0.2462,0.2462
TCGA-77-8145-01Z-00-DX1,486640.6515425784,40.0,0.252,0.252,0.252,0.252
TCGA-MF-A522-01Z-00-DX1,451973.4594222335,20.0,0.499,0.499,0.2495,0.2495
TCGA-NC-A5HT-01Z-00-DX1,497518.07879943424,40.0,0.2525,0.2525,0.2525,0.2525
TCGA-77-7139-01Z-00-DX1,574094.317236419,40.0,0.252,0.252,0.252,0.252
TCGA-33-6738-01Z-00-DX4,787566.1134625929,40.0,0.252,0.252,0.252,0.252
TCGA-66-2789-01Z-00-DX1,274322.8490113237,40.0,0.2462,0.2462,0.2462,0.2462
TCGA-63-7022-01Z-00-DX1,427098.2591953416,20.0,0.5005,0.5005,0.25025,0.25025
TCGA-85-A50Z-01Z-00-DX1,460886.00074174517,40.0,0.2456,0.2456,0.2456,0.2456
TCGA-60-2723-01Z-00-DX1,470090.0145462925,20.0,0.5023,0.5023,0.25115,0.25115
TCGA-33-4583-01Z-00-DX4,536300.0699696655,40.0,0.252,0.252,0.252,0.252
TCGA-85-A4QQ-01Z-00-DX1,402297.8816620776,40.0,0.2468,0.2468,0.2468,0.2468
TCGA-39-5016-01Z-00-DX1,502617.5910517413,20.0,0.504,0.504,0.252,0.252
TCGA-NK-A5CT-01Z-00-DX1,504018.9016713482,40.0,0.2527,0.2527,0.2527,0.2527
TCGA-66-2758-01Z-00-DX1,319359.27357879817,40.0,0.2462,0.2462,0.2462,0.2462
TCGA-66-2786-01Z-00-DX1,299240.9411968539,40.0,0.2462,0.2462,0.2462,0.2462
TCGA-85-8352-01Z-00-DX1,435578.12592068623,40.0,0.252,0.252,0.252,0.252
TCGA-33-4547-01Z-00-DX3,771867.1113312586,40.0,0.252,0.252,0.252,0.252
TCGA-39-5029-01Z-00-DX1,507548.63606970705,20.0,0.504,0.504,0.252,0.252
TCGA-43-2581-01Z-00-DX1,409006.24242980056,40.0,0.252,0.252,0.252,0.252
TCGA-39-5022-01Z-00-DX1,387199.9847609417,20.0,0.504,0.504,0.252,0.252
TCGA-77-8009-01Z-00-DX1,516366.0530199875,40.0,0.252,0.252,0.252,0.252
TCGA-56-8622-01Z-00-DX1,462362.5869702952,40.0,0.252,0.252,0.252,0.252
TCGA-85-8664-01Z-00-DX1,797676.7117060982,40.0,0.252,0.252,0.252,0.252
TCGA-66-2766-01Z-00-DX1,411645.38238671754,40.0,0.2462,0.2462,0.2462,0.2462
TCGA-33-6738-01Z-00-DX3,714438.8069753449,40.0,0.252,0.252,0.252,0.252
TCGA-NC-A5HR-01Z-00-DX1,555059.9214438478,40.0,0.2525,0.2525,0.2525,0.2525
TCGA-60-2719-01Z-00-DX1,463793.9187165146,20.0,0.5023,0.5023,0.25115,0.25115
TCGA-XC-AA0X-01Z-00-DX1,404054.8775608677,40.0,0.2527,0.2527,0.2527,0.2527
TCGA-85-7699-01Z-00-DX1,455927.1588484587,40.0,0.252,0.252,0.252,0.252
TCGA-63-A5MH-01Z-00-DX1,388572.6310806605,20.0,0.5005,0.5005,0.25025,0.25025
TCGA-46-3765-01Z-00-DX1,369273.18853570696,40.0,0.252,0.252,0.252,0.252
TCGA-60-2708-01Z-00-DX1,336020.6754542638,20.0,0.5023,0.5023,0.25115,0.25115
TCGA-NK-A5CR-01Z-00-DX1,707675.3879146696,40.0,0.2527,0.2527,0.2527,0.2527
TCGA-63-A5MR-01Z-00-DX1,415057.65361401415,20.0,0.5005,0.5005,0.25025,0.25025
TCGA-77-7142-01Z-00-DX1,432214.56671600125,40.0,0.252,0.252,0.252,0.252
TCGA-37-4130-01Z-00-DX1,406447.27519101487,40.0,0.252,0.252,0.252,0.252
TCGA-85-8350-01Z-00-DX1,498147.38968084176,40.0,0.252,0.252,0.252,0.252
TCGA-96-7544-01Z-00-DX1,516454.70288627397,40.0,0.2485,0.2485,0.2485,0.2485
TCGA-56-8623-01Z-00-DX1,478756.5190025649,40.0,0.252,0.252,0.252,0.252
TCGA-37-5819-01Z-00-DX1,482862.82268730423,40.0,0.252,0.252,0.252,0.252
TCGA-52-7622-01Z-00-DX1,475138.3264805351,40.0,0.252,0.252,0.252,0.252
TCGA-J1-A4AH-01Z-00-DX1,510342.86894779606,40.0,0.2456,0.2456,0.2456,0.2456
TCGA-37-4132-01Z-00-DX1,579541.3572942789,40.0,0.252,0.252,0.252,0.252
TCGA-63-A5MT-01Z-00-DX1,403924.0064037006,20.0,0.5005,0.5005,0.25025,0.25025
TCGA-34-5929-01Z-00-DX1,491552.65600353753,40.0,0.252,0.252,0.252,0.252
TCGA-22-5485-01Z-00-DX1,524261.2572766956,40.0,0.2525,0.2525,0.2525,0.2525
TCGA-L3-A4E7-01Z-00-DX1,502521.6766172163,40.0,0.2456,0.2456,0.2456,0.2456
TCGA-60-2712-01Z-00-DX1,597020.9162817802,20.0,0.5023,0.5023,0.25115,0.25115
TCGA-21-1078-01Z-00-DX1,323298.5350627705,40.0,0.252,0.252,0.252,0.252
TCGA-66-2778-01Z-00-DX1,349722.61075060995,40.0,0.2462,0.2462,0.2462,0.2462
TCGA-NC-A5HL-01Z-00-DX1,518860.3549120237,40.0,0.2525,0.2525,0.2525,0.2525
TCGA-60-2710-01Z-00-DX1,563254.8384069919,20.0,0.5023,0.5023,0.25115,0.25115
TCGA-33-4538-01Z-00-DX3,567658.6002701846,40.0,0.252,0.252,0.252,0.252
