wsi_id,mean_superpixel_area,magnification,mpp_x,mpp_y,norm_mpp_x,norm_mpp_y
TCGA-39-5031-01Z-00-DX1,476506.44713081024,20.0,0.504,0.504,0.252,0.252
TCGA-43-6770-01Z-00-DX1,426306.28350755887,40.0,0.252,0.252,0.252,0.252
TCGA-60-2711-01Z-00-DX1,469078.1937775269,40.0,0.252,0.252,0.252,0.252
TCGA-34-5240-01Z-00-DX1,551002.1955039692,40.0,0.252,0.252,0.252,0.252
TCGA-90-A4EE-01Z-00-DX1,305615.5195040696,40.0,0.2485,0.2485,0.2485,0.2485
TCGA-22-4601-01Z-00-DX1,558135.2042737174,40.0,0.2525,0.2525,0.2525,0.2525
TCGA-33-AASL-01Z-00-DX1,512132.4738396521,40.0,0.2525,0.2525,0.2525,0.2525
TCGA-33-AASD-01Z-00-DX1,507018.201278718,40.0,0.2525,0.2525,0.2525,0.2525
TCGA-43-A474-01Z-00-DX1,412471.6454512336,40.0,0.2505,0.2505,0.2505,0.2505
TCGA-66-2795-01Z-00-DX1,463786.3359645443,40.0,0.2457,0.2457,0.2457,0.2457
TCGA-56-A5DR-01Z-00-DX1,328292.58395555976,40.0,0.252,0.252,0.252,0.252
TCGA-66-2754-01Z-00-DX1,353527.97372006276,40.0,0.2462,0.2462,0.2462,0.2462
TCGA-39-5028-01Z-00-DX1,390775.964313105,20.0,0.504,0.504,0.252,0.252
TCGA-85-8052-01Z-00-DX1,268850.8780848363,40.0,0.252,0.252,0.252,0.252
TCGA-22-5491-01Z-00-DX1,463426.7270790022,40.0,0.2525,0.2525,0.2525,0.2525
TCGA-77-A5G6-01Z-00-DX1,464289.68391620496,40.0,0.248,0.248,0.248,0.248
TCGA-O2-A52V-01Z-00-DX1,549418.3101335554,40.0,0.2527,0.2527,0.2527,0.2527
TCGA-22-1016-01Z-00-DX1,477382.21206043597,40.0,0.2525,0.2525,0.2525,0.2525
C3N-01488-27,584090.1301376523,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02230-26,546962.2182551831,20.0,0.4942,0.4942,0.2471,0.2471
C3N-03073-23,385782.37129775924,20.0,0.4942,0.4942,0.2471,0.2471
C3N-03238-21,390312.7333722269,20.0,0.4942,0.4942,0.2471,0.2471
C3N-03921-26,501785.4964259014,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01072-26,391238.681258954,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01074-23,442107.2832864069,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02141-27,608130.2072663332,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00546-23,484584.25362531893,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01410-21,641868.4994848319,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02973-26,456106.32730940095,20.0,0.4942,0.4942,0.2471,0.2471
C3L-00893-21,337154.3589400203,20.0,0.4942,0.4942,0.2471,0.2471
C3N-03225-26,265399.42659520596,20.0,0.4942,0.4942,0.2471,0.2471
C3L-02345-21,381715.9881844862,20.0,0.4942,0.4942,0.2471,0.2471
C3L-03985-22,475089.11549809476,20.0,0.5031,0.5031,0.25155,0.25155
C3N-00578-22,539421.6607762532,20.0,0.4942,0.4942,0.2471,0.2471
C3L-04365-25,349310.525189317,20.0,0.4942,0.4942,0.2471,0.2471
C3N-03225-21,463655.7966871857,20.0,0.4942,0.4942,0.2471,0.2471
C3L-02654-24,420383.83136908745,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01419-23,458257.97047976207,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02002-23,441911.28717986064,20.0,0.4942,0.4942,0.2471,0.2471
C3L-02957-22,489184.9827474241,20.0,0.4942,0.4942,0.2471,0.2471
C3L-03462-23,348648.6044106285,20.0,0.4942,0.4942,0.2471,0.2471
C3L-03271-21,307119.9594013423,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02242-27,496931.90711518656,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01488-23,526693.9726202737,20.0,0.4942,0.4942,0.2471,0.2471
C3N-03210-23,202866.01655171718,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01799-21,178281.5888019054,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02588-23,321232.13770466746,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02000-22,627818.2631637992,20.0,0.4942,0.4942,0.2471,0.2471
C3L-02129-24,366397.1631497936,20.0,0.4942,0.4942,0.2471,0.2471
C3N-03212-22,354156.510262015,20.0,0.4942,0.4942,0.2471,0.2471
C3L-00093-26,236031.8212941348,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00559-22,552321.7536530568,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01022-23,621367.6734272003,20.0,0.4942,0.4942,0.2471,0.2471
C3L-03984-25,529744.5891951618,20.0,0.4942,0.4942,0.2471,0.2471
C3N-03225-22,450069.15113109065,20.0,0.4942,0.4942,0.2471,0.2471
C3L-02834-26,227646.41702309597,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01413-24,498753.44910867437,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02087-24,654340.705537153,20.0,0.4942,0.4942,0.2471,0.2471
C3N-04382-27,443399.2535896246,20.0,0.4942,0.4942,0.2471,0.2471
C3L-04037-27,162775.50071292339,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02141-23,549987.5644311418,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01414-22,559770.5600844165,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02948-27,374507.4957862979,20.0,0.4942,0.4942,0.2471,0.2471
C3N-03038-23,373707.320231561,20.0,0.4942,0.4942,0.2471,0.2471
C3L-00444-22,449817.05773499695,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02240-27,582312.8122873193,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02433-23,407999.4795386235,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01410-26,418183.3521677853,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00574-24,490046.2840717463,20.0,0.4942,0.4942,0.2471,0.2471
C3L-00893-24,452365.94737359305,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00223-25,428649.4824190644,20.0,0.4942,0.4942,0.2471,0.2471
C3L-02165-23,516286.5395390635,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01413-27,690039.3904456373,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00704-22,337878.71910602384,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00203-27,518922.5390992064,20.0,0.4942,0.4942,0.2471,0.2471
C3L-02350-26,494087.78905361856,20.0,0.4942,0.4942,0.2471,0.2471
C3L-04040-26,273021.8398931829,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00167-27,512427.27796636714,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02143-23,587930.3400017349,20.0,0.4942,0.4942,0.2471,0.2471
C3L-00095-26,525983.7858667768,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02920-21,462833.4360355684,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01419-22,465461.86373391247,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01071-24,535874.3941077763,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02144-26,559411.8626053528,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00580-24,607029.8797467231,20.0,0.4942,0.4942,0.2471,0.2471
C3L-04759-21,451808.7943681195,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00552-21,522200.29171043116,20.0,0.4942,0.4942,0.2471,0.2471
C3L-03721-21,655846.7438738522,40.0,0.2521,0.2521,0.2521,0.2521
C3L-02654-21,447640.0179065125,20.0,0.4942,0.4942,0.2471,0.2471
C3L-04757-27,340909.45924916526,20.0,0.5031,0.5031,0.25155,0.25155
C3N-00217-23,406863.3157559226,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00737-27,271498.9812118652,20.0,0.4942,0.4942,0.2471,0.2471
C3L-03985-27,267922.8123877837,20.0,0.5031,0.5031,0.25155,0.25155
C3N-01416-26,514684.3170738906,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02973-27,440573.92578744213,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02929-21,366750.77765152423,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00580-22,553117.9638417028,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02721-23,468926.98660066084,20.0,0.4942,0.4942,0.2471,0.2471
C3L-02643-26,399992.8496010765,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01023-22,566485.0470440806,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00738-24,419086.05256868026,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02920-26,451094.8182153814,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00578-23,541441.6678040194,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00223-26,506706.3315805461,20.0,0.4942,0.4942,0.2471,0.2471
C3L-02643-23,395999.1111983158,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01419-26,511460.15166510403,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01072-23,440345.6011069754,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02155-21,558556.2451978083,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01842-26,439833.72716522746,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02193-27,408850.3753998456,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02230-24,555457.5882546079,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00551-27,591128.0274484335,20.0,0.4942,0.4942,0.2471,0.2471
C3L-00973-24,469686.6115847422,20.0,0.4942,0.4942,0.2471,0.2471
C3N-03911-23,500226.82581694575,20.0,0.4942,0.4942,0.2471,0.2471
C3L-03984-28,498645.21783852944,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00959-21,341625.9199331096,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02193-23,465514.42987568246,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00574-27,538127.0127646184,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02143-22,593203.6489555492,20.0,0.4942,0.4942,0.2471,0.2471
C3L-02345-23,412354.205330485,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01414-21,524758.2797982172,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01019-27,466042.2362535415,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01022-24,637071.3979350907,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00580-21,569934.1659836124,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01023-26,538463.4970518368,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00737-22,283498.91347653494,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00580-23,487090.7304643879,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02948-22,354932.6449150296,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01405-26,717373.3086696882,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02451-21,261720.0034824396,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00545-23,561444.8263821194,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02237-24,564415.1355371713,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00579-22,507635.4388186243,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02088-26,611744.2116355479,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01823-21,394078.540657494,20.0,0.4942,0.4942,0.2471,0.2471
C3L-04365-24,342013.02802155155,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00550-27,515800.5219356628,20.0,0.4942,0.4942,0.2471,0.2471
C3L-02616-22,441409.2711545086,20.0,0.4942,0.4942,0.2471,0.2471
C3L-01632-22,419620.89132758527,20.0,0.4942,0.4942,0.2471,0.2471
C3L-00368-22,598366.7891675415,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02715-22,545954.1931773012,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02758-21,374766.886527353,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00560-27,508019.40820122487,20.0,0.4942,0.4942,0.2471,0.2471
C3N-03073-22,335948.46629267733,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01417-26,408127.0694299779,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01072-24,496472.41266206186,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02923-27,696738.1670991998,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01409-27,599689.8168300479,20.0,0.4942,0.4942,0.2471,0.2471
C3L-00093-21,392462.4625653693,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02718-23,450125.8849319318,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00217-24,391258.7606888502,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01416-21,497819.57802238694,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01021-24,482278.05521359365,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02158-26,620635.9654349866,20.0,0.4942,0.4942,0.2471,0.2471
C3L-00412-21,467367.709501826,20.0,0.4942,0.4942,0.2471,0.2471
C3L-02654-23,460939.51747126854,20.0,0.4942,0.4942,0.2471,0.2471
C3N-03929-23,452293.2086516094,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02143-27,500213.3498328096,20.0,0.4942,0.4942,0.2471,0.2471
C3L-03262-23,253831.78676868917,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00547-21,562082.913103649,20.0,0.4942,0.4942,0.2471,0.2471
C3L-02661-27,338578.89882074157,20.0,0.4942,0.4942,0.2471,0.2471
C3L-02219-21,457937.89292990207,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02089-26,888097.3209931657,20.0,0.4942,0.4942,0.2471,0.2471
C3N-03054-21,355502.99346945237,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01413-21,477059.608159434,20.0,0.4942,0.4942,0.2471,0.2471
C3L-03985-28,140138.24918498157,20.0,0.5031,0.5031,0.25155,0.25155
C3L-01890-22,426007.8912795192,20.0,0.4942,0.4942,0.2471,0.2471
C3N-03202-21,396957.1133991006,20.0,0.4942,0.4942,0.2471,0.2471
C3L-02654-25,416513.6025568042,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01414-26,469602.21067795245,20.0,0.4942,0.4942,0.2471,0.2471
C3L-02643-27,280951.23859644437,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02929-22,331168.0482497423,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02003-22,456946.1194314105,20.0,0.4942,0.4942,0.2471,0.2471
C3L-04757-25,425470.2612311476,20.0,0.5031,0.5031,0.25155,0.25155
C3N-02721-22,452993.06242220587,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00167-24,555147.4597101038,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00579-27,361103.35359656205,20.0,0.4942,0.4942,0.2471,0.2471
C3L-02834-21,306436.17085070675,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02090-27,724313.1674848838,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02242-21,493678.9025305175,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00546-24,442681.3201401761,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02422-21,418196.5056601289,20.0,0.4942,0.4942,0.2471,0.2471
C3N-03890-26,378105.51833448716,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02672-21,315706.42688788706,20.0,0.4942,0.4942,0.2471,0.2471
C3N-03038-24,398478.37284243386,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02143-26,576104.2166853175,20.0,0.4942,0.4942,0.2471,0.2471
C3L-02549-26,429812.7751702084,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00169-21,565565.4476767109,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00959-26,344467.1947783625,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01488-22,541528.1549120214,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01021-26,432268.2637632642,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02145-26,533486.4349460733,20.0,0.4942,0.4942,0.2471,0.2471
C3N-03205-23,325820.1800039219,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02919-21,498725.97083596117,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02149-21,603273.7532522223,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00578-21,521593.162987731,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00704-21,317347.8862871672,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02916-23,540459.4830852522,20.0,0.4942,0.4942,0.2471,0.2471
C3L-02616-28,450946.09258789604,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02152-26,355748.277922615,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02379-21,394012.102359239,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02586-21,340270.64015789784,20.0,0.4942,0.4942,0.2471,0.2471
C3L-02954-21,328018.30663420295,20.0,0.4942,0.4942,0.2471,0.2471
C3L-04759-27,418004.29721748387,20.0,0.4942,0.4942,0.2471,0.2471
C3N-03929-22,406153.40037083067,20.0,0.4942,0.4942,0.2471,0.2471
C3N-03233-23,450674.4227499043,20.0,0.4942,0.4942,0.2471,0.2471
C3L-04365-22,374587.6960239357,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01030-21,482073.18907432,20.0,0.4942,0.4942,0.2471,0.2471
C3L-00444-21,484760.56808245025,20.0,0.4942,0.4942,0.2471,0.2471
C3L-04037-25,351643.2515262431,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02142-21,602609.8364823743,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00560-26,587325.4081406996,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02919-23,555610.4778182136,20.0,0.4942,0.4942,0.2471,0.2471
C3N-04157-21,384199.36268510105,20.0,0.5031,0.5031,0.25155,0.25155
C3N-02192-25,391974.8498838797,20.0,0.4942,0.4942,0.2471,0.2471
C3L-04033-25,330922.26309227815,20.0,0.4942,0.4942,0.2471,0.2471
C3L-01632-26,241509.38127294948,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01417-24,555151.0070029596,20.0,0.4942,0.4942,0.2471,0.2471
C3L-04033-27,521944.32307214494,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01413-22,481364.16227950534,20.0,0.4942,0.4942,0.2471,0.2471
C3L-04033-26,501395.40834449435,20.0,0.4942,0.4942,0.2471,0.2471
C3L-02129-23,331547.4357941729,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01024-24,527588.5458245275,20.0,0.4942,0.4942,0.2471,0.2471
C3L-02643-21,381409.8234993509,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00550-23,573950.8032020206,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02729-21,418323.0784239277,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01414-23,614696.9545400972,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00203-24,378183.0406930351,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00579-24,599153.5606011017,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00572-22,509989.11489130894,20.0,0.4942,0.4942,0.2471,0.2471
C3L-00001-26,475969.92569463054,20.0,0.4942,0.4942,0.2471,0.2471
C3N-03210-22,319401.4346803783,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02155-27,574980.8948089492,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02152-21,465345.7979830942,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00737-26,302794.4212737159,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02087-21,574162.7956918797,20.0,0.4942,0.4942,0.2471,0.2471
C3L-02169-21,388477.7464883804,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00223-24,429991.2959894243,20.0,0.4942,0.4942,0.2471,0.2471
C3L-02958-21,431348.1773836438,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02193-21,445233.13301008684,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01022-26,442641.5461885291,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02950-27,280755.14364439866,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00580-27,651153.5704442329,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02281-23,346797.57147684443,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02088-23,551971.7732288237,20.0,0.4942,0.4942,0.2471,0.2471
C3N-03929-21,443312.840351172,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02923-26,521860.2497200993,20.0,0.4942,0.4942,0.2471,0.2471
C3L-00009-21,362096.5693091689,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01074-24,474366.21596599906,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02155-23,653987.9723527684,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02089-27,839211.5112219066,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00167-23,569845.1017827552,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02144-21,449608.91459462896,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02141-24,505822.92462293,20.0,0.4942,0.4942,0.2471,0.2471
C3L-02661-24,453547.70273842604,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02529-23,209491.0607307405,20.0,0.4942,0.4942,0.2471,0.2471
C3L-03271-22,370213.4959429725,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00547-24,552349.4170471947,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01414-27,444890.43776679673,20.0,0.4942,0.4942,0.2471,0.2471
C3L-02957-21,485764.59666306246,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02572-23,293607.0465441097,20.0,0.4942,0.4942,0.2471,0.2471
C3N-04168-21,383353.2387554499,20.0,0.5031,0.5031,0.25155,0.25155
C3N-02237-27,491749.23439967434,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00180-22,574051.1629327325,20.0,0.4942,0.4942,0.2471,0.2471
C3L-02350-22,453387.6145932755,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02973-23,391586.63916615926,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01408-24,668685.4681282333,20.0,0.4942,0.4942,0.2471,0.2471
C3L-03717-21,564687.8722144141,40.0,0.2521,0.2521,0.2521,0.2521
C3N-00549-27,447592.279625154,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02089-21,575233.685227845,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01842-22,422608.1098835888,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02948-21,370990.7604107189,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01016-26,537890.8266616778,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02230-21,540152.6048453002,20.0,0.4942,0.4942,0.2471,0.2471
C3L-04037-21,348852.47362749145,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02242-22,469449.71761295665,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01021-22,509712.4070045334,20.0,0.4942,0.4942,0.2471,0.2471
C3L-01862-23,369720.6337211211,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02433-21,389407.51456162875,20.0,0.4942,0.4942,0.2471,0.2471
C3L-04033-22,373136.425537551,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02764-22,493468.22901651205,20.0,0.4942,0.4942,0.2471,0.2471
C3L-00446-24,464426.86607664445,20.0,0.4942,0.4942,0.2471,0.2471
C3L-03969-27,274772.3104476798,20.0,0.4942,0.4942,0.2471,0.2471
C3L-01682-21,418608.70900274266,20.0,0.4942,0.4942,0.2471,0.2471
C3L-00094-26,259996.7909994426,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02090-21,602481.3829113562,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00560-22,462179.6899116,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01419-24,487189.86188875086,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02928-23,328635.86155558506,20.0,0.4942,0.4942,0.2471,0.2471
C3L-04031-28,439096.3158965585,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02928-21,358465.4473333071,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02919-24,546796.6824720578,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02281-24,317322.5323105733,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00556-27,603202.2037778704,20.0,0.4942,0.4942,0.2471,0.2471
C3N-03052-23,450403.6908380289,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02923-24,491448.2888982103,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00959-23,143039.9911750504,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00546-21,433154.3100422593,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02728-21,361254.2215135181,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02423-23,200122.91943984962,20.0,0.4942,0.4942,0.2471,0.2471
C3N-04168-23,379334.221330747,20.0,0.5031,0.5031,0.25155,0.25155
C3N-03420-21,312929.91932356724,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01072-22,535815.5748975545,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02240-21,592697.1868057178,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01488-26,548671.8014889503,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02149-26,568714.2279256259,20.0,0.4942,0.4942,0.2471,0.2471
C3L-03726-22,396541.2750047492,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02193-26,248575.68097126766,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02757-21,440298.3656347431,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02919-26,560931.6399190384,20.0,0.4942,0.4942,0.2471,0.2471
C3L-03262-25,334477.5758442795,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00223-22,385827.5616932554,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02152-23,439235.15435349965,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00175-22,685207.0552995794,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01417-22,632064.9201933136,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02002-22,422892.9482827369,20.0,0.4942,0.4942,0.2471,0.2471
C3L-03268-23,420850.4197872004,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00175-23,541373.8890234577,20.0,0.4942,0.4942,0.2471,0.2471
C3N-04157-26,235703.3766219843,20.0,0.5031,0.5031,0.25155,0.25155
C3N-02242-23,462644.8076885853,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02146-21,516806.3252336901,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00217-21,430364.6513191908,20.0,0.4942,0.4942,0.2471,0.2471
C3L-03976-28,500350.9900522725,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02230-27,538756.5034590482,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00556-22,482051.2312845706,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01823-26,705086.7016760249,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02158-27,705214.513103118,20.0,0.4942,0.4942,0.2471,0.2471
C3L-00973-25,445473.4403410819,20.0,0.4942,0.4942,0.2471,0.2471
C3L-02834-22,364750.186036117,20.0,0.4942,0.4942,0.2471,0.2471
C3N-02421-23,541083.611103689,20.0,0.4942,0.4942,0.2471,0.2471
C3L-02643-22,374646.29621228337,20.0,0.4942,0.4942,0.2471,0.2471
C3L-03984-21,454538.4129446181,20.0,0.4942,0.4942,0.2471,0.2471
C3N-00559-24,525271.5390069309,20.0,0.4942,0.4942,0.2471,0.2471
C3N-01489-27,770441.3574026603,20.0,0.4942,0.4942,0.2471,0.2471
C3L-00973-22,556827.9362303838,20.0,0.4942,0.4942,0.2471,0.2471
C3L-00973-21,490471.39677999064,20.0,0.4942,0.4942,0.2471,0.2471
